Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Gustavo Nunes,Grêmio,39,BRA,LW,18-146,33.0,0,0,0,0,0,0,0,0,20.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,"66,7",2.0,13.0,1.0,4.0,1.0,2024-04-14
Cristian Pavón,Grêmio,21,ARG,RW,28-084,57.0,0,0,0,0,0,0,0,0,35.0,0.0,0,3.0,0.0,0.0,0.3,1.0,0.0,24.0,30.0,"80,0",3.0,25.0,1.0,2.0,2.0,2024-04-14
Nathan Fernandes,Grêmio,32,BRA,RW,19-058,33.0,0,0,0,0,2,1,0,0,17.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,7.0,9.0,"77,8",2.0,11.0,2.0,2.0,1.0,2024-04-14
Franco Cristaldo,Grêmio,10,ARG,AM,27-243,90.0,0,0,0,0,1,0,0,0,60.0,0.0,0,1.0,0.1,0.1,0.2,9.0,1.0,44.0,58.0,"75,9",7.0,38.0,0.0,0.0,0.0,2024-04-14
Mathías Villasanti,Grêmio,20,PAR,DM,27-081,90.0,0,0,0,0,0,0,0,0,88.0,1.0,3,2.0,0.0,0.0,0.1,2.0,0.0,71.0,78.0,"91,0",9.0,53.0,1.0,0.0,0.0,2024-04-14
Du Queiroz,Grêmio,37,BRA,DM,24-086,90.0,0,0,0,0,0,0,0,0,78.0,1.0,1,3.0,0.0,0.0,0.0,1.0,0.0,68.0,73.0,"93,2",8.0,55.0,2.0,1.0,1.0,2024-04-14
Cuiabano,Grêmio,54,BRA,LB,21-058,73.0,0,0,0,0,0,0,0,0,55.0,2.0,2,3.0,0.0,0.0,0.0,1.0,0.0,33.0,46.0,"71,7",2.0,25.0,0.0,0.0,0.0,2024-04-14
Zé Guilherme,Grêmio,46,BRA,LB,19-029,17.0,0,0,0,0,0,0,0,0,17.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,"92,9",0.0,8.0,0.0,1.0,0.0,2024-04-14
Walter Kannemann,Grêmio,4,ARG,CB,33-031,13.0,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,"75,0",0.0,3.0,0.0,0.0,0.0,2024-04-14
Gustavo Martins Santos,Grêmio,53,BRA,CB,21-247,77.0,1,0,0,0,1,1,0,0,86.0,1.0,0,0.0,0.7,0.7,0.0,0.0,0.0,72.0,76.0,"94,7",6.0,54.0,0.0,0.0,0.0,2024-04-14
Rodrigo Ely,Grêmio,5,BRA,CB,30-163,90.0,0,0,0,0,1,0,0,0,69.0,2.0,0,4.0,0.0,0.0,0.0,0.0,0.0,51.0,57.0,"89,5",2.0,35.0,0.0,0.0,0.0,2024-04-14
Agustín Marchesín,Grêmio,1,ARG,GK,36-029,90.0,0,0,0,0,0,0,0,0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,"88,0",1.0,11.0,0.0,0.0,0.0,2024-04-14
Yuri Alberto,Corinthians,9,BRA,FW,23-027,90.0,0,0,0,0,2,0,1,0,26.0,1.0,1,0.0,0.0,0.0,0.0,3.0,0.0,9.0,11.0,"81,8",1.0,16.0,1.0,1.0,0.0,2024-04-14
Wesley,Corinthians,36,BRA,LW,19-040,90.0,0,0,0,0,2,1,0,0,37.0,1.0,1,2.0,0.0,0.0,0.0,3.0,0.0,14.0,18.0,"77,8",4.0,25.0,4.0,7.0,6.0,2024-04-14
Ángel Romero,Corinthians,11,PAR,RW,31-285,79.0,0,0,0,0,2,0,1,0,24.0,0.0,0,0.0,0.2,0.2,0.0,1.0,0.0,11.0,19.0,"57,9",1.0,15.0,0.0,1.0,0.0,2024-04-14
Pedro Raul,Corinthians,20,BRA,RW,27-161,11.0,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,"50,0",0.0,0.0,0.0,0.0,0.0,2024-04-14
Rodrigo Garro,Corinthians,10,ARG,AM,26-101,75.0,0,0,0,0,2,1,0,0,53.0,0.0,2,0.0,0.1,0.1,0.0,3.0,0.0,30.0,43.0,"69,8",7.0,21.0,1.0,2.0,1.0,2024-04-14
Igor Coronado,Corinthians,77,BRA,AM,31-240,15.0,0,0,0,0,0,0,0,0,15.0,0.0,0,0.0,0.0,0.0,0.2,2.0,0.0,9.0,14.0,"64,3",1.0,9.0,2.0,1.0,1.0,2024-04-14
Fausto Vera,Corinthians,5,ARG,DM,24-019,71.0,0,0,0,0,0,0,0,0,41.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,32.0,36.0,"88,9",5.0,22.0,3.0,0.0,0.0,2024-04-14
Maycon,Corinthians,7,BRA,DM,26-274,19.0,0,0,0,0,0,0,1,0,22.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,21.0,"76,2",3.0,7.0,3.0,0.0,0.0,2024-04-14
Raniele,Corinthians,14,BRA,"DM,CB",27-105,90.0,0,0,0,0,1,0,1,0,48.0,1.0,2,2.0,0.0,0.0,0.0,2.0,0.0,29.0,37.0,"78,4",3.0,18.0,1.0,1.0,0.0,2024-04-14
Hugo,Corinthians,46,BRA,LB,26-229,90.0,0,0,0,0,2,0,1,0,54.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34.0,44.0,"77,3",1.0,9.0,1.0,0.0,0.0,2024-04-14
Gustavo Henrique,Corinthians,13,BRA,CB,31-021,71.0,0,0,0,0,0,0,0,0,32.0,1.0,2,2.0,0.0,0.0,0.0,1.0,0.0,20.0,23.0,"87,0",1.0,9.0,0.0,0.0,0.0,2024-04-14
Paulinho,Corinthians,8,BRA,DM,35-264,19.0,0,0,0,0,1,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,10.0,"70,0",1.0,2.0,0.0,0.0,0.0,2024-04-14
Félix Torres Caicedo,Corinthians,3,ECU,CB,27-094,90.0,0,0,0,0,1,0,0,0,50.0,1.0,3,2.0,0.0,0.0,0.0,3.0,0.0,39.0,42.0,"92,9",5.0,14.0,1.0,1.0,1.0,2024-04-14
Fagner,Corinthians,23,BRA,RB,34-308,45.0,0,0,0,0,0,0,1,0,22.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,10.0,18.0,"55,6",1.0,7.0,1.0,0.0,0.0,2024-04-14
Matheuzinho,Corinthians,2,BRA,RB,23-219,45.0,0,0,0,0,1,0,1,0,33.0,2.0,0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,28.0,"78,6",2.0,13.0,0.0,0.0,0.0,2024-04-14
Cássio,Corinthians,12,BRA,GK,36-313,90.0,0,0,0,0,0,0,0,0,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,"66,7",0.0,6.0,0.0,0.0,0.0,2024-04-14
Gustavo Scarpa,Atlético Mineiro,6,BRA,AM,30-100,9.0,0,0,0,0,2,2,0,0,9.0,0.0,1,1.0,0.1,0.1,0.0,2.0,0.0,3.0,5.0,"60,0",1.0,3.0,1.0,1.0,0.0,2024-04-14
Hulk,Atlético Mineiro,7,BRA,FW,37-264,89.0,0,0,0,0,0,0,1,0,34.0,1.0,0,0.0,0.0,0.0,0.1,4.0,0.0,21.0,31.0,"67,7",1.0,22.0,0.0,1.0,0.0,2024-04-14
Eduardo Vargas,Atlético Mineiro,11,CHI,FW,34-146,1.0,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,"100,0",0.0,2.0,0.0,0.0,0.0,2024-04-14
Igor Gomes,Atlético Mineiro,17,BRA,AM,25-028,45.0,0,0,0,0,2,1,0,0,23.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,13.0,17.0,"76,5",2.0,12.0,2.0,2.0,1.0,2024-04-14
Igor Rabello,Atlético Mineiro,16,BRA,CB,28-352,45.0,0,0,0,0,0,0,0,0,25.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,"64,7",0.0,8.0,0.0,0.0,0.0,2024-04-14
Federico Zaracho,Atlético Mineiro,15,ARG,CM,26-035,68.0,0,0,0,0,1,0,0,0,39.0,2.0,1,3.0,0.0,0.0,0.0,4.0,0.0,24.0,30.0,"80,0",2.0,17.0,1.0,1.0,1.0,2024-04-14
Alan Franco,Atlético Mineiro,23,ECU,CM,25-237,22.0,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,"87,5",0.0,6.0,0.0,0.0,0.0,2024-04-14
Otávio,Atlético Mineiro,5,BRA,CM,29-346,90.0,0,0,0,0,0,0,0,0,62.0,3.0,1,2.0,0.0,0.0,0.0,0.0,0.0,43.0,50.0,"86,0",2.0,34.0,1.0,0.0,0.0,2024-04-14
Guilherme Arana,Atlético Mineiro,13,BRA,WB,27-000,90.0,0,0,0,0,0,0,0,0,68.0,0.0,4,0.0,0.0,0.0,0.0,1.0,0.0,45.0,55.0,"81,8",4.0,42.0,2.0,4.0,2.0,2024-04-14
Renzo Saravia,Atlético Mineiro,26,ARG,WB,30-303,90.0,0,0,0,0,1,0,1,0,56.0,2.0,1,0.0,0.0,0.0,0.0,2.0,0.0,29.0,40.0,"72,5",6.0,28.0,1.0,2.0,0.0,2024-04-14
Jemerson,Atlético Mineiro,34,BRA,CB,31-234,90.0,0,0,0,0,0,0,1,0,49.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,35.0,42.0,"83,3",6.0,22.0,0.0,0.0,0.0,2024-04-14
Rodrigo Battaglia,Atlético Mineiro,21,ARG,CB,32-277,44.0,0,0,0,0,0,0,2,1,31.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,"83,3",2.0,16.0,0.0,0.0,0.0,2024-04-14
Mauricio Lemos,Atlético Mineiro,4,URU,CB,28-108,90.0,0,0,0,0,2,0,0,0,55.0,2.0,0,2.0,0.1,0.1,0.0,0.0,0.0,32.0,44.0,"72,7",2.0,17.0,0.0,1.0,1.0,2024-04-14
Éverson,Atlético Mineiro,22,BRA,GK,33-267,90.0,0,0,0,0,0,0,1,0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,"68,8",0.0,14.0,0.0,0.0,0.0,2024-04-14
Luiz Fernando,Atlético Goianiense,11,BRA,FW,27-181,86.0,1,0,0,0,1,1,0,0,21.0,1.0,0,1.0,0.1,0.1,0.0,3.0,0.0,11.0,16.0,"68,8",1.0,11.0,2.0,3.0,3.0,2024-04-14
Emiliano Rodríguez,Atlético Goianiense,9,URU,FW,20-273,86.0,0,0,0,0,2,2,0,0,18.0,0.0,0,0.0,0.4,0.4,0.0,1.0,0.0,6.0,11.0,"54,5",2.0,11.0,3.0,0.0,0.0,2024-04-14
Derek,Atlético Goianiense,19,BRA,FW,26-134,4.0,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"100,0",0.0,1.0,0.0,1.0,0.0,2024-04-14
Alejo Cruz,Atlético Goianiense,7,URU,LM,23-226,44.0,0,0,0,0,0,0,1,0,14.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,"70,0",2.0,8.0,0.0,0.0,0.0,2024-04-14
Luiz Felipe,Atlético Goianiense,13,BRA,LM,30-218,46.0,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,"71,4",0.0,6.0,0.0,0.0,0.0,2024-04-14
Gabriel Baralhas,Atlético Goianiense,5,BRA,CM,25-187,90.0,0,0,0,0,1,0,0,0,34.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,22.0,24.0,"91,7",5.0,14.0,0.0,1.0,0.0,2024-04-14
Shaylon,Atlético Goianiense,10,BRA,RM,26-353,90.0,0,0,0,1,1,1,0,0,44.0,0.0,1,3.0,0.8,0.0,0.6,6.0,0.0,22.0,35.0,"62,9",2.0,20.0,0.0,0.0,0.0,2024-04-14
Rhaldney,Atlético Goianiense,8,BRA,DM,25-146,45.0,0,0,0,0,0,0,1,0,23.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,"95,0",1.0,15.0,0.0,2.0,2.0,2024-04-14
Yony González,Atlético Goianiense,21,COL,DM,29-278,45.0,0,0,0,0,0,0,0,0,10.0,0.0,0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,"50,0",0.0,8.0,0.0,1.0,0.0,2024-04-14
Guilherme Romão,Atlético Goianiense,6,BRA,LB,26-190,90.0,0,0,0,0,3,0,1,0,51.0,1.0,1,1.0,0.2,0.2,0.0,3.0,0.0,17.0,36.0,"47,2",3.0,20.0,2.0,4.0,2.0,2024-04-14
Alix Vinicius,Atlético Goianiense,4,BRA,CB,24-160,44.0,0,0,0,0,1,0,0,1,24.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,15.0,20.0,"75,0",0.0,16.0,0.0,0.0,0.0,2024-04-14
Adriano Martins,Atlético Goianiense,3,BRA,CB,27-013,75.0,0,0,0,0,0,0,1,0,20.0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,"72,7",1.0,9.0,0.0,0.0,0.0,2024-04-14
Pedrão,Atlético Goianiense,14,BRA,CB,31-118,15.0,0,0,0,0,0,0,0,0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"0,0",0.0,1.0,0.0,0.0,0.0,2024-04-14
Maguinho,Atlético Goianiense,2,BRA,RB,31-099,89.0,0,1,0,0,1,0,0,1,27.0,3.0,0,1.0,0.0,0.0,0.1,2.0,1.0,14.0,19.0,"73,7",1.0,8.0,0.0,1.0,1.0,2024-04-14
Ronaldo,Atlético Goianiense,1,BRA,GK,27-236,90.0,0,0,0,0,0,0,0,0,34.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,33.0,"54,5",0.0,18.0,0.0,0.0,0.0,2024-04-14
Pedro,Flamengo,9,BRA,FW,26-299,90.0,1,0,1,1,1,0,0,0,17.0,0.0,0,0.0,0.8,0.0,0.0,3.0,1.0,9.0,13.0,"69,2",1.0,9.0,1.0,0.0,0.0,2024-04-14
Everton Soares,Flamengo,11,BRA,LW,28-023,45.0,0,0,0,0,3,0,0,0,14.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,6.0,7.0,"85,7",0.0,10.0,1.0,3.0,1.0,2024-04-14
Bruno Henrique,Flamengo,27,BRA,LW,33-106,45.0,0,0,0,0,1,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,16.0,"93,8",4.0,13.0,2.0,0.0,0.0,2024-04-14
Luiz Araújo,Flamengo,7,BRA,RW,27-317,85.0,0,0,0,0,1,0,0,0,36.0,1.0,1,1.0,0.1,0.1,0.0,2.0,0.0,19.0,28.0,"67,9",2.0,21.0,3.0,4.0,2.0,2024-04-14
Victor Hugo,Flamengo,29,BRA,RW,19-339,5.0,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,"84,6",1.0,8.0,0.0,0.0,0.0,2024-04-14
Giorgian De Arrascaeta,Flamengo,14,URU,AM,29-318,90.0,0,0,0,0,1,0,1,0,45.0,0.0,0,0.0,0.0,0.0,0.2,6.0,0.0,32.0,41.0,"78,0",8.0,24.0,2.0,2.0,2.0,2024-04-14
Nicolás De La Cruz,Flamengo,18,URU,DM,26-318,89.0,1,0,0,0,2,1,0,0,67.0,3.0,1,0.0,0.1,0.1,0.1,3.0,0.0,48.0,59.0,"81,4",3.0,38.0,1.0,1.0,1.0,2024-04-14
Lorran,Flamengo,19,BRA,DM,17-285,1.0,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,"75,0",0.0,8.0,0.0,1.0,0.0,2024-04-14
Erick Pulgar,Flamengo,5,CHI,DM,30-090,90.0,0,0,0,0,1,0,0,0,70.0,2.0,0,0.0,0.0,0.0,0.0,3.0,0.0,54.0,63.0,"85,7",3.0,34.0,0.0,0.0,0.0,2024-04-14
Matías Viña,Flamengo,17,URU,LB,26-157,75.0,0,0,0,0,1,0,0,0,39.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27.0,32.0,"84,4",1.0,15.0,2.0,1.0,0.0,2024-04-14
Gerson,Flamengo,8,BRA,LB,26-330,15.0,0,0,0,0,0,0,0,0,31.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,"86,7",3.0,18.0,2.0,0.0,0.0,2024-04-14
Léo Pereira,Flamengo,4,BRA,CB,28-074,76.0,0,0,0,0,1,0,1,0,56.0,0.0,1,0.0,0.0,0.0,0.0,2.0,1.0,42.0,54.0,"77,8",2.0,40.0,3.0,0.0,0.0,2024-04-14
Carlinhos,Flamengo,22,BRA,CB,27-062,14.0,0,0,0,0,1,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"0,0",0.0,2.0,0.0,0.0,0.0,2024-04-14
Fabrício Bruno,Flamengo,15,BRA,CB,28-062,90.0,0,0,0,0,0,0,1,0,73.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,67.0,"95,5",4.0,41.0,0.0,0.0,0.0,2024-04-14
Ayrton Lucas,Flamengo,6,BRA,RB,26-300,90.0,0,0,0,0,1,0,0,0,68.0,0.0,2,1.0,0.0,0.0,0.0,2.0,0.0,52.0,55.0,"94,5",6.0,40.0,3.0,1.0,0.0,2024-04-14
Agustín Rossi,Flamengo,1,ARG,GK,28-237,90.0,0,0,0,0,0,0,0,0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,"80,0",0.0,17.0,0.0,0.0,0.0,2024-04-14
Matheus Pereira,Cruzeiro,10,POR,FW,27-345,81.0,0,0,0,0,3,1,0,0,44.0,0.0,0,0.0,0.3,0.3,0.0,3.0,0.0,24.0,34.0,"70,6",2.0,23.0,1.0,5.0,4.0,2024-04-14
Gabriel Veron,Cruzeiro,30,BRA,FW,21-224,9.0,0,0,0,0,0,0,0,0,7.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,"80,0",1.0,5.0,0.0,2.0,2.0,2024-04-14
Arthur,Cruzeiro,11,BRA,LW,25-286,67.0,0,1,0,0,1,0,1,0,26.0,0.0,0,0.0,0.0,0.0,0.1,5.0,2.0,12.0,21.0,"57,1",1.0,15.0,2.0,4.0,1.0,2024-04-14
Álvaro Barreal,Cruzeiro,21,ARG,LW,23-241,23.0,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,"100,0",0.0,8.0,1.0,1.0,0.0,2024-04-14
Rafael Silva,Cruzeiro,8,BRA,RW,32-010,67.0,1,0,0,0,1,1,1,0,22.0,0.0,0,2.0,0.6,0.6,0.0,0.0,0.0,12.0,18.0,"66,7",5.0,13.0,2.0,0.0,0.0,2024-04-14
Rafael Elias,Cruzeiro,19,BRA,RW,25-002,23.0,1,0,0,0,1,1,1,0,3.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,1.0,"100,0",0.0,1.0,0.0,0.0,0.0,2024-04-14
Lucas Silva,Cruzeiro,16,BRA,LM,31-058,77.0,1,0,0,0,1,1,0,0,40.0,1.0,0,1.0,0.1,0.1,0.0,1.0,0.0,28.0,35.0,"80,0",3.0,11.0,0.0,0.0,0.0,2024-04-14
Mateus Vital,Cruzeiro,7,BRA,LM,26-062,13.0,0,0,0,0,1,0,0,0,10.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0,"87,5",2.0,3.0,1.0,0.0,0.0,2024-04-14
Lucas Romero,Cruzeiro,29,ARG,CM,29-362,89.0,0,0,0,0,2,0,0,0,60.0,2.0,1,2.0,0.1,0.1,0.0,2.0,0.0,45.0,52.0,"86,5",5.0,28.0,0.0,1.0,0.0,2024-04-14
João Marcelo,Cruzeiro,43,BRA,CM,23-306,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2024-04-14
Ramiro Benetti,Cruzeiro,17,BRA,RM,30-328,67.0,0,0,0,0,0,0,0,0,41.0,0.0,0,3.0,0.0,0.0,0.0,2.0,0.0,21.0,30.0,"70,0",2.0,12.0,0.0,0.0,0.0,2024-04-14
José Cifuentes,Cruzeiro,18,ECU,RM,25-033,23.0,0,0,0,0,1,0,0,0,15.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,"75,0",1.0,8.0,0.0,0.0,0.0,2024-04-14
Marlon,Cruzeiro,3,BRA,LB,26-330,90.0,0,0,0,0,1,0,0,0,54.0,2.0,1,1.0,0.1,0.1,0.2,2.0,0.0,38.0,46.0,"82,6",3.0,23.0,3.0,0.0,0.0,2024-04-14
Zé Ivaldo,Cruzeiro,5,BRA,CB,27-053,90.0,0,0,0,0,1,0,1,0,47.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,35.0,42.0,"83,3",2.0,28.0,0.0,0.0,0.0,2024-04-14
Neris,Cruzeiro,27,BRA,CB,31-302,90.0,0,0,0,0,1,1,0,0,55.0,2.0,2,0.0,0.1,0.1,0.0,1.0,1.0,41.0,44.0,"93,2",0.0,26.0,0.0,0.0,0.0,2024-04-14
William,Cruzeiro,12,BRA,RB,29-011,90.0,0,1,0,0,1,0,0,0,87.0,5.0,2,2.0,0.0,0.0,0.6,7.0,1.0,54.0,68.0,"79,4",11.0,41.0,5.0,3.0,1.0,2024-04-14
Anderson,Cruzeiro,98,BRA,GK,26-040,90.0,0,0,0,0,0,0,0,0,21.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,20.0,"95,0",0.0,13.0,0.0,0.0,0.0,2024-04-14
Júnior Santos,Botafogo (RJ),11,BRA,FW,29-186,90.0,0,0,0,0,1,1,1,0,23.0,2.0,0,1.0,0.5,0.5,0.0,2.0,1.0,6.0,10.0,"60,0",0.0,11.0,1.0,3.0,2.0,2024-04-14
Tiquinho Soares,Botafogo (RJ),9,BRA,FW,33-088,73.0,1,0,0,0,1,1,0,0,21.0,0.0,0,1.0,0.9,0.9,0.0,2.0,0.0,10.0,15.0,"66,7",1.0,9.0,0.0,1.0,1.0,2024-04-14
Óscar Romero,Botafogo (RJ),70,PAR,FW,31-285,17.0,0,0,0,0,0,0,0,0,15.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,"63,6",0.0,8.0,0.0,1.0,1.0,2024-04-14
Jeffinho,Botafogo (RJ),47,BRA,LM,24-106,58.0,0,0,0,0,2,0,0,0,24.0,3.0,1,0.0,0.5,0.5,0.0,1.0,0.0,8.0,12.0,"66,7",3.0,18.0,1.0,6.0,4.0,2024-04-14
Jefferson Savarino,Botafogo (RJ),10,VEN,"RM,LM",27-155,32.0,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,"90,0",1.0,10.0,0.0,1.0,0.0,2024-04-14
Marlon Freitas,Botafogo (RJ),17,BRA,CM,29-018,22.0,0,0,0,0,0,0,0,0,14.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,"81,8",1.0,7.0,0.0,0.0,0.0,2024-04-14
Tchê Tchê,Botafogo (RJ),6,BRA,CM,31-228,68.0,0,0,0,0,0,0,0,0,25.0,1.0,2,0.0,0.0,0.0,0.4,1.0,0.0,18.0,22.0,"81,8",1.0,14.0,0.0,0.0,0.0,2024-04-14
Gregore,Botafogo (RJ),26,BRA,CM,30-043,73.0,0,0,0,0,0,0,1,0,19.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,15.0,"80,0",1.0,11.0,0.0,0.0,0.0,2024-04-14
Danilo Barbosa,Botafogo (RJ),5,BRA,"CB,CM",28-046,17.0,1,0,0,0,1,1,1,0,16.0,0.0,0,2.0,0.2,0.2,0.0,0.0,0.0,9.0,11.0,"81,8",0.0,8.0,0.0,1.0,1.0,2024-04-14
Luiz Henrique,Botafogo (RJ),7,BRA,"RM,LM",23-103,90.0,0,0,0,0,1,0,0,0,33.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,"78,3",2.0,20.0,2.0,1.0,0.0,2024-04-14
Fernando Marçal,Botafogo (RJ),21,BRA,LB,35-055,45.0,0,0,0,0,0,0,0,0,41.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,"74,2",1.0,19.0,1.0,0.0,0.0,2024-04-14
Bastos,Botafogo (RJ),15,ANG,CB,33-018,65.0,0,0,0,0,0,0,0,0,32.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,"88,0",1.0,20.0,0.0,0.0,0.0,2024-04-14
Alexander Barboza,Botafogo (RJ),20,ARG,CB,29-029,6.0,0,0,0,0,0,0,0,1,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,"100,0",1.0,0.0,0.0,0.0,0.0,2024-04-14
Lucas Halter,Botafogo (RJ),3,BRA,CB,23-348,90.0,0,0,0,0,0,0,0,0,48.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,35.0,40.0,"87,5",0.0,29.0,0.0,0.0,0.0,2024-04-14
Mateo Ponte,Botafogo (RJ),4,URU,RB,20-326,90.0,0,0,0,0,0,0,0,0,49.0,2.0,2,3.0,0.0,0.0,0.0,1.0,1.0,34.0,41.0,"82,9",2.0,23.0,1.0,2.0,1.0,2024-04-14
Gatito Fernández,Botafogo (RJ),1,PAR,GK,36-016,90.0,0,0,0,0,0,0,0,0,42.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,39.0,"76,9",0.0,22.0,0.0,0.0,0.0,2024-04-14
Alerrandro,Vitória,9,BRA,FW,24-093,66.0,0,0,0,0,4,2,1,0,15.0,0.0,0,0.0,0.5,0.5,0.0,1.0,0.0,6.0,8.0,"75,0",1.0,7.0,0.0,1.0,0.0,2024-04-14
Luiz Adriano,Vitória,12,BRA,FW,37-002,24.0,0,0,0,0,0,0,0,0,6.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,"80,0",0.0,3.0,0.0,0.0,0.0,2024-04-14
Osvaldo,Vitória,11,BRA,LW,37-003,67.0,0,0,0,0,1,1,0,0,26.0,0.0,1,0.0,0.5,0.5,0.1,3.0,0.0,12.0,22.0,"54,5",0.0,15.0,3.0,2.0,1.0,2024-04-14
Iury de Castilho,Vitória,7,BRA,LW,28-221,23.0,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,"66,7",0.0,6.0,3.0,3.0,2.0,2024-04-14
Matheusinho,Vitória,30,BRA,RW,26-179,90.0,0,0,0,0,3,0,0,0,48.0,2.0,0,0.0,0.1,0.1,0.2,3.0,0.0,30.0,37.0,"81,1",4.0,32.0,3.0,1.0,0.0,2024-04-14
Dudu,Vitória,21,BRA,LM,24-314,31.0,0,0,0,0,0,0,0,0,17.0,2.0,0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,14.0,"78,6",2.0,10.0,1.0,2.0,2.0,2024-04-14
